개방시설명,개방장소명,개방시설유형구분,휴관일,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,유료사용여부,사용기준시간,사용료,초과사용단위시간,초과사용료,수용가능인원수,면적,부대시설정보,신청방법구분,시설사진정보,소재지도로명주소,소재지지번주소,관리기관명,담당부서명,사용안내전화번호,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
별내커뮤니티센터 강의실,별내커뮤니티센터,강의실,첫째 주 일+셋째 주 일+1월 1일+설 전후 3일+추석 전후3일,06:00,22:00,09:00,17:00,Y,1,45900,,,33,94,음향장비+요가매트,인터넷+방문,https://www.ncuc.or.kr/bn/582,경기도 남양주시 순화궁로 313,경기도 남양주시 별내동 938-1,남양주도시공사,별내커뮤니티센터팀,031-560-1451,https://www.ncuc.or.kr/bn/582,37.65493394,127.1270364,2022-11-09,3990000,경기도 남양주시
별내커뮤니티센터 강의실,별내커뮤니티센터,강의실,첫째 주 일+셋째 주 일+1월 1일+설 전후 3일+추석 전후3일,06:00,22:00,09:00,17:00,Y,1,45900,,,30,113,음향장비+요가매트,인터넷+방문,https://www.ncuc.or.kr/bn/582,경기도 남양주시 순화궁로 313,경기도 남양주시 별내동 938-1,남양주도시공사,별내커뮤니티센터팀,031-560-1451,https://www.ncuc.or.kr/bn/582,37.65493394,127.1270364,2022-11-09,3990000,경기도 남양주시
안중레포츠 공원 체육시설,안중레포츠 공원,축구장,연중무휴,06:00,22:00,06:00,22:00,Y,2,30000,1,6000,,7140,,방문,,,경기도 평택시 안중읍 학현리 573,경기도 평택시청 안중출장소,지역경제과,031-8024-8242,,36.992769,126.918402,2023-01-31,3910000,경기도 평택시
별내커뮤니티센터 탁구장,별내커뮤니티센터,기타,첫째 주 일+셋째 주 일+1월 1일+설 전후 3일+추석 전후3일,06:00,21:50,09:00,17:00,Y,1,45900,,,23,151,탁구용품,인터넷+방문,https://www.ncuc.or.kr/bn/582,경기도 남양주시 순화궁로 313,경기도 남양주시 별내동 938-1,남양주도시공사,별내커뮤니티센터팀,031-560-1451,https://www.ncuc.or.kr/bn/582,37.65493394,127.1270364,2022-11-09,3990000,경기도 남양주시
별내커뮤니티센터 강의실,별내커뮤니티센터,강의실,첫째 주 일+셋째 주 일+1월 1일+설 전후 3일+추석 전후3일,06:00,22:00,09:00,17:00,Y,1,69000,,,30,95,순환운동 장비,인터넷+방문,https://www.ncuc.or.kr/bn/582,경기도 남양주시 순화궁로 313,경기도 남양주시 별내동 938-1,남양주도시공사,별내커뮤니티센터팀,031-560-1451,https://www.ncuc.or.kr/bn/582,37.65493394,127.1270364,2022-11-09,3990000,경기도 남양주시
산청풋살장,산청풋살장,풋살경기장,연중무휴,06:00,21:00,09:00,18:00,Y,2,(평일)10000원+(주말)15000원,,,,1200,,전화,,경상남도 산청군 금서면 친환경로 2631번길 39,경상남도 산청군 금서면 매촌리 1,경상남도 산청군청,문화체육과,055-970-6433,,35.4219813,127.8701737,2023-03-23,5450000,경상남도 산청군
산청공설운동장,산청공설운동장,다목적경기장,연중무휴,06:00,21:00,09:00,18:00,Y,3,(평일)70000원+(주말)105000원,,,,18770,,전화,,경상남도 산청군 금서면 친환경로 2631번길 39,경상남도 산청군 금서면 매촌리 1,경상남도 산청군청,문화체육과,055-970-6433,,35.4219813,127.8701737,2023-03-23,5450000,경상남도 산청군
산청다목적체육관,다목적체육관,체육관,연중무휴,06:00,21:00,09:00,23:00,Y,1,(평일)2000원+(주말)3000원,,,,988,,전화,,경상남도 산청군 금서면 친환경로 2631번길 39,경상남도 산청군 금서면 매촌리 1,경상남도 산청군청,문화체육과,055-970-6433,,35.4219813,127.8701737,2023-03-23,5450000,경상남도 산청군
관악구 신원동 주민센터 4층 강당,신원동 주민센터,강당,토+일,09:00,18:00,00:00,00:00,Y,1,6000,,,30,85,책상+의자,인터넷+전화+방문,,서울특별시 관악구 신원로3길 13,,서울특별시 관악구 신원동주민센터,신원동 주민센터,02-879-4714,,37.48161061,126.9273809,2023-03-08,3200000,서울특별시 관악구
나운1동주민센터청사3층,나운1동주민센터,회의실,토+일,09:00,18:00,00:00,00:00,N,,,,,50,,,방문,,전라북도 군산시 신설3길 3(나운동),전라북도 군산시 나운동 790-1,전라북도 군산시청,나운1동,063-454-7683,,35.966808,126.694832,2023-05-15,4670000,전라북도 군산시
새만금관광안내소본관2층,새만금관광안내소,회의실,토+일,09:00,18:00,00:00,00:00,N,,,,,20,,,방문,,전라북도 군산시 비응로 129,전라북도 군산시 비응도동 121,전라북도 군산시청,관광진흥과,063-454-4896,,35.943206,126.534704,2023-05-15,4670000,전라북도 군산시
군산시립도서관지하1층,군산시립도서관,회의실,연중무휴,09:00,21:00,09:00,17:00,Y,4,30000,,,170,,,방문,,전라북도 군산시 축동로 72,전라북도 군산시 수송동 798-1,전라북도 군산시청,시립도서관관리과,063-454-5627,,35.966086,126.711362,2023-05-15,4670000,전라북도 군산시
군산시립도서관지상5층(교양문화실),군산시립도서관,다목적실,연중무휴,09:00,21:00,09:00,17:00,Y,4,20000,,,50,,,방문,,전라북도 군산시 축동로 72,전라북도 군산시 수송동 798-1,전라북도 군산시청,시립도서관관리과,063-454-5627,,35.966086,126.711362,2023-05-15,4670000,전라북도 군산시
군산늘푸른도서관지상2층,군산늘푸른도서관,강당,일+공휴일,09:00,21:00,09:00,17:00,Y,4,20000,,,40,,,방문,,전라북도 군산시 하나운로 17,전라북도 군산시 나운동 153-8,전라북도 군산시청,시립도서관관리과,063-454-5982,,35.960518,126.699048,2023-05-15,4670000,전라북도 군산시
하늘문화센터,하늘문화센터 테니스장,테니스장,추석+설날,06:00,21:50,06:00,21:50,Y,2,"11,000",2,11000,8,1178,,방문.전화,http://www.insiseol.or.kr/institution_guidance/sky/Sky_Center_present.asp,인천광역시 중구 영종해안북로 1000-26,인천광역시 중구 운서동 산 352,인천시설공단,영종사업단 하늘문화팀,032-456-2940,http://www.insiseol.or.kr/institution_guidance/sky/index.asp,37.49599534,126.4719929,2021-10-12,B553906,인천시설공단
하늘문화센터,하늘문화센터 수영장,기타,일요일+추석+설날+근로자의 날,06:00,21:50,10:00,15:50,Y,240,"44,000",,,200,849.17,,인터넷.방문.전화,http://www.insiseol.or.kr/institution_guidance/sky/Sky_Center_present.asp,인천광역시 중구 영종해안북로 1000-26,인천광역시 중구 운서동 산 352,인천시설공단,영종사업단 하늘문화팀,032-456-2940,http://www.insiseol.or.kr/institution_guidance/sky/index.asp,37.49599534,126.4719929,2021-10-12,B553906,인천시설공단
서원면행정복지센터,서원면행정복지센터 주차장,기타,연중무휴,00:00,23:59,00:00,23:59,N,,,,,,,,방문+전화+FAX,,강원도 횡성군 서원면 서원로 161,,강원도 횡성군,서원면,033-340-2914,,37.4870947,127.8505282,2022-06-07,4260000,강원도 횡성군
안흥면복지회관,안흥면복지회관 1층 회의실,회의실,토+일+공휴일,09:00,18:00,00:00,00:00,N,,,,,,,,방문+전화+FAX,,강원도 횡성군 안흥면 안흥로 27,,강원도 횡성군,안흥면,033-340-2742,,37.41281125,128.1561222,2022-06-07,4260000,강원도 횡성군
안흥면복지회관,안흥면복지회관 1층 강당,강당,토+일+공휴일,09:00,18:00,00:00,00:00,N,,,,,,,,방문+전화+FAX,,강원도 횡성군 안흥면 안흥로 27,,강원도 횡성군,안흥면,033-340-2742,,37.41281125,128.1561222,2022-06-07,4260000,강원도 횡성군
창녕스포츠파크,창녕스포츠파크,체육관,법정공휴일,09:00,18:00,09:00,18:00,Y,1,70000,1,14000,4000,95780,휴게시설+ 탈의실+ 샤워실+ 주차장+ 체력단련실+ 조명시설 등,방문+ 전화,,,경상남도 창녕군 부곡면 사창리 290,경상남도 창녕군청,문화체육과,055-521-3537,,35.43288481,128.5951383,2022-09-15,5410000,경상남도 창녕군
창녕공설테니스장,창녕공설테니스장,테니스장,법정공휴일,09:00,18:00,09:00,18:00,Y,4,20000,1,4000,500,8398,주차장+ 공중화장실,방문+ 전화,,경상남도 창녕군 창녕읍 창녕대로 309,,경상남도 창녕군청,문화체육과,055-532-9537,,35.51902657,128.505945,2022-09-15,5410000,경상남도 창녕군
창녕군민탁구장,창녕군민탁구장,기타,법정공휴일,09:00,18:00,09:00,18:00,Y,4,60000,1,12000,300,489.39,사무실+ 샤워실(남+여)+ 화장실(남+여)+ 냉난방기 7개,방문+ 전화,,경상남도 창녕군 창녕읍 비들재길 21-9,,경상남도 창녕군청,문화체육과,055-532-9537,,35.51868617,128.5069351,2022-09-15,5410000,경상남도 창녕군
창녕군립수영장,창녕군립수영장,기타,1월1일(신정)+설날+추석+둘째주 일요일+넷째주 일요일,06:00,22:00,09:00,18:00,Y,2,30000,,,500,2948,수영장(6레인)+ 헬스장+ 다목적실+ 주차장+ 탈의실+ 샤워실,방문,,경상남도 창녕군 창녕읍 창녕대로 305,,경상남도 창녕군청,문화체육과,055-533-4466,http://cfmc.kr/swimming/,35.52088141,128.5049214,2022-09-15,5410000,경상남도 창녕군
부곡온천 르네상스관,부곡온천 르네상스관,전시관,월(월요일이 공휴일인 경우 다음날)+1월1일(신정)+설 당일+추석 당일,09:00,18:00,09:00,18:00,N,,,,,,1153,사무실+에너지설비실+ 부곡온천관+ 에너지능력실+ 지구탐험실+온천고학/역사/문화실+ 다목적실+ 유아놀이터+ 수유실+ 화장실(남+여),방문,,경상남도 창녕군 부곡면 원앙로 218,경상남도 창녕군 부곡면 거문리 197-18,경상남도 창녕군청,생태관광과,055-530-1591,https://www.cng.go.kr/tour/renai.web,35.43611212,128.5916077,2022-09-15,5410000,경상남도 창녕군
진남체육공원 주경기장,진남체육공원,다목적경기장,연중무휴,06:00,17:00,06:00,17:00,Y,2,40000,1,20000,25000,21765,조명+음향+전광판,홈페이지+방문+전화,,전라남도 여수시 진남체육관길 74 (오림동),전라남도 여수시 오림동 104,전라남도 여수시청,체육지원과,061-659-4682,http://ok.yeosu.go.kr/ok/stay/jinnam/reservation/page.ok,34.76161826,127.7266455,2023-03-23,4810000,전라남도 여수시
진남체육공원 보조경기장,진남체육공원,축구장,연중무휴,06:00,23:00,06:00,23:00,Y,2,25000,1,12500,500,12000,조명+음향+전광판,홈페이지+방문+전화,,전라남도 여수시 진남체육관길 74 (오림동),전라남도 여수시 오림동 104,전라남도 여수시청,체육지원과,061-659-4682,http://ok.yeosu.go.kr/ok/stay/jinnam/reservation/page.ok,34.76161826,127.7266455,2023-03-23,4810000,전라남도 여수시
진남체육공원 야구장,진남체육공원,야구장,연중무휴,06:00,23:00,06:00,23:00,Y,2,30000,1,15000,500,12000,조명+음향+전광판+실내타격장,홈페이지+방문+전화,,전라남도 여수시 진남체육관길 74 (오림동),전라남도 여수시 오림동 104,전라남도 여수시청,체육지원과,061-659-4682,http://ok.yeosu.go.kr/ok/stay/jinnam/reservation/page.ok,34.76161826,127.7266455,2023-03-23,4810000,전라남도 여수시
북부스포츠센터 헬스장,북부스포츠센터,헬스장,매주 월+신정+설연휴+추석연휴,06:00,21:00,09:00,18:00,Y,2,(평일)50000,,,30,291,,인터넷,,충청남도 천안시 서북구 성환읍 성환1로 45,,충청남도 천안시청,시설관리공단,041-529-5040,https://sports.cfmc.or.kr/,36.89977237,127.1319951,2022-09-14,4490000,충청남도 천안시
북부스포츠센터 축구장,북부스포츠센터,축구장,매주 월+신정+설연휴+추석연휴,06:00,21:00,06:00,21:00,Y,2,(평일)50000+(주말)70000,2,50000,400,11084,음향,인터넷,,충청남도 천안시 서북구 성환읍 성환1로 45,,충청남도 천안시청,시설관리공단,041-529-5040,https://sports.cfmc.or.kr/,36.89977237,127.1319951,2022-09-14,4490000,충청남도 천안시
북부스포츠센터 다목적체육관,북부스포츠센터,체육관,매주 월+신정+설연휴+추석연휴,06:00,21:00,09:00,18:00,Y,2,(평일)70000+(주말)110000,2,70000,100,706,음향+빔스크린,인터넷,,충청남도 천안시 서북구 성환읍 성환1로 45,,충청남도 천안시청,시설관리공단,041-529-5040,https://sports.cfmc.or.kr/,36.89978887,127.1319951,2022-09-14,4490000,충청남도 천안시
종합운동장 다목적경기장(맨땅),종합운동장다목적구장,다목적경기장,연중무휴,05:00,00:00,05:00,00:00,N,0,,,,,3440,,,,충청남도 천안시 서북구 번영로 208,,충청남도 천안시청,시설관리공단,041-529-5048,https://www.cfmc.or.kr/_stadium/,36.81910075,127.1133052,2022-09-14,4490000,충청남도 천안시
종합운동장 다목적경기장(맨땅),종합운동장다목적구장,다목적경기장,연중무휴,06:00,00:00,06:00,00:00,N,0,,,,,3440,,,,충청남도 천안시 서북구 번영로 208,,충청남도 천안시청,시설관리공단,041-529-5048,https://www.cfmc.or.kr/_stadium/,36.81910075,127.1133052,2022-09-14,4490000,충청남도 천안시
종합운동장보조경기장 다목적경기장,종합운동장보조경기장,다목적경기장,연중무휴,05:00,00:00,05:00,00:00,Y,9,175000,1,,2500,18945,음향+마이크 등,인터넷,,충청남도 천안시 서북구 번영로 208,,충청남도 천안시청,시설관리공단,041-529-5048,https://www.cfmc.or.kr/_stadium/,36.81910075,127.1133052,2022-09-14,4490000,충청남도 천안시
종합운동장보조경기장 다목적경기장,종합운동장보조경기장,다목적경기장,연중무휴,06:00,00:00,06:00,00:00,Y,9,175000,1,,2500,18945,음향+마이크 등,인터넷,,충청남도 천안시 서북구 번영로 208,,충청남도 천안시청,시설관리공단,041-529-5048,https://www.cfmc.or.kr/_stadium/,36.81910075,127.1133052,2022-09-14,4490000,충청남도 천안시
종합운동장유관순체육관 다목적경기장,유관순체육관,다목적경기장,연중무휴,05:00,00:00,05:00,00:00,Y,9,300000,1,,5482,13604,음향+마이크+전광판 등,인터넷,,충청남도 천안시 서북구 번영로 208,,충청남도 천안시청,시설관리공단,041-529-5048,https://www.cfmc.or.kr/_stadium/,36.81910075,127.1133052,2022-09-14,4490000,충청남도 천안시
종합운동장유관순체육관 다목적경기장,유관순체육관,다목적경기장,연중무휴,06:00,00:00,06:00,00:00,Y,9,300000,1,,5482,13604,음향+마이크+전광판 등,인터넷,,충청남도 천안시 서북구 번영로 208,,충청남도 천안시청,시설관리공단,041-529-5048,https://www.cfmc.or.kr/_stadium/,36.81910075,127.1133052,2022-09-14,4490000,충청남도 천안시
종합운동장주경기장 다목적경기장,종합운동장주경기장,다목적경기장,연중무휴,05:00,00:00,05:00,00:00,Y,9,525000,1,,26000,39970,음향+마이크+전광판 등,인터넷,,충청남도 천안시 서북구 번영로 208,,충청남도 천안시청,시설관리공단,041-529-5048,https://www.cfmc.or.kr/_stadium/,36.81910075,127.1133052,2022-09-14,4490000,충청남도 천안시
종합운동장주경기장 다목적경기장,종합운동장주경기장,다목적경기장,연중무휴,06:00,00:00,06:00,00:00,Y,9,525000,1,,26000,39970,음향+마이크+전광판 등,인터넷,,충청남도 천안시 서북구 번영로 208,,충청남도 천안시청,시설관리공단,041-529-5048,https://www.cfmc.or.kr/_stadium/,36.81910075,127.1133052,2022-09-14,4490000,충청남도 천안시
여성비전센터 요리교실,여성비전센터,다목적실,연중무휴,09:00,22:00,09:00,22:00,Y,2,40000,1,,30,146,,인터넷+전화+방문,,경기도 가평군 가평읍 문화로 131,,가평군시설관리공단,교통복지팀,031-8078-8082,share.gg.go.kr,37.8254227,127.5069577,2023-03-09,4160000,경기도 가평군
여성비전센터 다목적실,여성비전센터,다목적실,연중무휴,09:00,22:00,09:00,22:00,Y,2,40000,1,,30,146,,인터넷+전화+방문,,경기도 가평군 가평읍 문화로 131,,가평군시설관리공단,교통복지팀,031-8078-8082,share.gg.go.kr,37.8254227,127.5069577,2023-03-09,4160000,경기도 가평군
여성비전센터 제3강의실,여성비전센터,강의실,연중무휴,09:00,22:00,09:00,22:00,Y,2,20000,1,,20,67,,인터넷+전화+방문,,경기도 가평군 가평읍 문화로 131,,가평군시설관리공단,교통복지팀,031-8078-8082,share.gg.go.kr,37.8254227,127.5069577,2023-03-09,4160000,경기도 가평군
문화예술회관 공연장,문화예술회관,기타,연중무휴,08:00,22:00,08:00,22:00,Y,2,200000,1,,458,951,,인터넷+전화+방문,,경기도 가평군 가평읍 문화로 131,,가평군시설관리공단,교통복지팀,031-8078-8077,share.gg.go.kr,37.8254227,127.5069577,2023-03-09,4160000,경기도 가평군
문화예술회관 다목적실,문화예술회관,다목적실,연중무휴,08:00,22:00,08:00,22:00,Y,2,80000,1,,20,113,,인터넷+전화+방문,,경기도 가평군 가평읍 문화로 131,,가평군시설관리공단,교통복지팀,031-8078-8077,share.gg.go.kr,37.8254227,127.5069577,2023-03-09,4160000,경기도 가평군
문화예술회관 전시실,문화예술회관,전시실,연중무휴,09:00,19:00,09:00,19:00,Y,2,43500,1,,100,290,,인터넷+전화+방문,,경기도 가평군 가평읍 문화로 131,,가평군시설관리공단,교통복지팀,031-8078-8077,share.gg.go.kr,37.8254227,127.5069577,2023-03-09,4160000,경기도 가평군
청평호반문화체육센터 다목적강당,청평호반문화체육센터,강당,일+공휴일,06:00,22:00,09:00,18:00,Y,2,50000,1,,200,267,,인터넷+전화+방문,,경기도 가평군 청평면 은고개로 39,,가평군시설관리공단,스포츠센터팀,031-8078-7306,share.gg.go.kr,37.7392117,127.4243265,2023-03-09,4160000,경기도 가평군
청평호반문화체육센터 수영장,청평호반문화체육센터,기타,일+공휴일,06:00,22:00,09:00,18:00,Y,2,320000,1,,100,952,,인터넷+전화+방문,,경기도 가평군 청평면 은고개로 39,,가평군시설관리공단,스포츠센터팀,031-8078-7306,share.gg.go.kr,37.7392117,127.4243265,2023-03-09,4160000,경기도 가평군
청평호반문화체육센터 다목적체육관,청평호반문화체육센터,체육관,일+공휴일,06:00,22:00,12:00,18:00,Y,2,55000,1,,300,1177,,인터넷+전화+방문,,경기도 가평군 청평면 은고개로 39,,가평군시설관리공단,스포츠센터팀,031-8078-7306,share.gg.go.kr,37.7392117,127.4243265,2023-03-09,4160000,경기도 가평군
조종생활체육공원 풋살장,조종생활체육공원,풋살경기장,연중무휴,09:00,21:00,09:00,21:00,Y,2,11000,1,,20,500,,인터넷,,경기도 가평군 조종면 조종희망로26번길 16,,조종면 행정복지센터,총무팀,031-580-4215,share.gg.go.kr,37.8184076,127.3522008,2023-03-09,4160000,경기도 가평군
하늘문화센터,하늘문화센터 체육관,체육관,일요일+추석+설날+근로자의 날,06:00,21:50,06:00,21:50,Y,2,"35,200",2,35200,100,780,"전기, 냉ㆍ난방, 음향, 책상, 의자, 단상",인터넷.방문.전화,http://www.insiseol.or.kr/institution_guidance/sky/Sky_Center_present.asp,인천광역시 중구 영종해안북로 1000-26,인천광역시 중구 운서동 산 352,인천시설공단,영종사업단 하늘문화팀,032-456-2940,http://www.insiseol.or.kr/institution_guidance/sky/index.asp,37.49599534,126.4719929,2021-10-12,B553906,인천시설공단
하늘문화센터,하늘문화센터 대강당,강당,일요일+추석+설날+근로자의 날,06:00,21:50,06:00,21:50,Y,4,"44,000",1,22000,376,786,"피아노, 빔프로젝트, 전기, 냉ㆍ난방, 음향, 책상, 의자, 단상",인터넷.방문.전화,http://www.insiseol.or.kr/institution_guidance/sky/Sky_Center_present.asp,인천광역시 중구 영종해안북로 1000-26,인천광역시 중구 운서동 산 352,인천시설공단,영종사업단 하늘문화팀,032-456-2940,http://www.insiseol.or.kr/institution_guidance/sky/index.asp,37.49599534,126.4719929,2021-10-12,B553906,인천시설공단
군포국민체육센터 다목적실,군포국민체육센터,다목적실,국공휴일,06:00,22:00,09:00,18:00,Y,1,GX룸(강습시간에 따라 다름),0,0,14,60.48,샤워실+탈의실+장애인샤워실+장애인탈의실,온라인+현장접수,https://www.gunpouc.or.kr/fmcs/9,경기도 군포시 군포로 339,경기도 군포시 부곡동 1226,군포도시공사,체육레저부 국민체육센터팀,031-390-7711,www.gunpouc.or.kr/,37.338763,126.9364804461,2023-01-15,4020000,경기도 군포시
배마루공원(근린20호),족구장,족구장,N,09:00,22:00,09:00,18:00,N,,,,,,952,,,,,경기도 화성시 방교동 861,화성도시공사,,,,37.1680600235,127.0904218,2022-11-15,5530000,경기도 화성시
복합생활스포츠타운 배드맨턴장,복합생활스포츠타운,배드맨턴장,보수시,06:00,22:00,06:00,22:00,N,,,,,,1128,,,https://www.gunpouc.or.kr/fmcs/10,경기도 군포시 군포로 339,경기도 군포시 부곡동 1226,군포도시공사,체육레저부 국민체육센터팀,031-390-7711,www.gunpouc.or.kr/,37.338763,126.9364804461,2023-01-15,4020000,경기도 군포시
복합생활스포츠타운 테니스장,복합생활스포츠타운,테니스장,보수시,06:00,22:00,06:00,22:00,N,,,,,,677,,,https://www.gunpouc.or.kr/fmcs/10,경기도 군포시 군포로 339,경기도 군포시 부곡동 1226,군포도시공사,체육레저부 국민체육센터팀,031-390-7711,www.gunpouc.or.kr/,37.338763,126.9364804461,2023-01-15,4020000,경기도 군포시
복합생활스포츠타운 기타,복합생활스포츠타운,기타,보수시,06:00,22:00,06:00,22:00,N,,,,,,637,파고라,,https://www.gunpouc.or.kr/fmcs/10,경기도 군포시 군포로 339,경기도 군포시 부곡동 1226,군포도시공사,체육레저부 국민체육센터팀,031-390-7711,www.gunpouc.or.kr/,37.338763,126.9364804461,2023-01-15,4020000,경기도 군포시
복합생활스포츠타운 축구장,복합생활스포츠타운,축구장,보수시,08:00,17:00,08:00,18:00,Y,2,(평일)35000+(주말)55000,1,,462,11517,본부석+육상트랙,온라인+현장접수,https://www.gunpouc.or.kr/fmcs/10,경기도 군포시 군포로 339,경기도 군포시 부곡동 1226,군포도시공사,체육레저부 국민체육센터팀,031-390-7711,www.gunpouc.or.kr/,37.338763,126.9364804461,2023-01-15,4020000,경기도 군포시
복합생활스포츠타운 풋살경기장,복합생활스포츠타운,풋살경기장,보수시,08:00,22:00,08:00,22:00,Y,2,(평일)20000+(주말)30000,1,,30,684,파고라+야간조명등,온라인+현장접수,https://www.gunpouc.or.kr/fmcs/10,경기도 군포시 군포로 339,경기도 군포시 부곡동 1226,군포도시공사,체육레저부 국민체육센터팀,031-390-7711,www.gunpouc.or.kr/,37.338763,126.9364804461,2023-01-15,4020000,경기도 군포시
복합생활스포츠타운 농구장,복합생활스포츠타운,농구장,보수시,06:00,22:00,06:00,22:00,N,,,,,,2235,,,https://www.gunpouc.or.kr/fmcs/10,경기도 군포시 군포로 339,경기도 군포시 부곡동 1226,군포도시공사,체육레저부 국민체육센터팀,031-390-7711,www.gunpouc.or.kr/,37.338763,126.9364804461,2023-01-15,4020000,경기도 군포시
정관체육시설 테니스장,정관체육시설,테니스장,설 연휴+추석 연휴+1월 1일,09:00,22:00,09:00,22:00,Y,1,5000,,,,21672,,공단 통합예약시스템에서 예약,,부산광역시 기장군 정관읍 정관중앙로 138-11,,부산광역시 기장군청,문화체육과,051-792-4840,http://www.gijangcmc.or.kr/park/park06.asp,35.32853726,129.1838921,2023-02-22,3400000,부산광역시 기장군
정관읍교육행복센터2층 체력단련실,정관읍교육행복센터,체육관,토+일+공휴일,09:00,18:00,00:00,00:00,N,,,,,20,110,탈의실+사물함,방문,,부산광역시 기장군 정관읍 용수로4,,부산광역시 기장군청,정관읍행정복지센터,051-709-5246,https://www.gijang.go.kr/jumin,35.32550252,129.1802917,2023-02-22,3400000,부산광역시 기장군
정관읍교육행복센터3층 대·소회의실,정관읍교육행복센터,회의실,토+일+공휴일,09:00,18:00,00:00,00:00,N,2,,,,60,250,책상 60개+의자 80개+마이크설비,방문,,부산광역시 기장군 정관읍 용수로4,,부산광역시 기장군청,정관읍행정복지센터,051-709-5246,https://www.gijang.go.kr/jumin,35.32550252,129.1802917,2023-02-22,3400000,부산광역시 기장군
송도 랜드마크씨티 1호체육공원,다목적구장,다목적경기장,연중무휴,09:00,18:00,09:00,18:00,N,2,,,,10,2515,,인터넷,,,인천광역시 연수구 송도동 330-1,인천시설공단,송도공원사업단,032-456-2860,http://www.insiseol.or.kr/institution_guidance/central_park/index.asp,37.408676,126.629565,2021-10-12,B553906,인천시설공단
새아침공원,생태교육관,기타,일요일휴무,09:00,17:00,09:00,17:00,N,,,,,30,99682,,,,인천광역시 연수구 신송로118번길 35,인천광역시 연수구 송도동 2-1,인천시설공단,송도공원사업단,032-456-2860,http://www.insiseol.or.kr/institution_guidance/central_park/index.asp,37.39613488,126.6561184,2021-10-12,B553906,인천시설공단
미추홀공원,다례원,기타,"일,월휴무",10:00,18:00,10:00,18:00,N,2,"54,000",,,10,17295,,인터넷,,인천광역시 연수구 해송로 59,인천광역시 연수구 송도동 9-1,인천시설공단,송도공원사업단,032-456-2860,http://www.insiseol.or.kr/institution_guidance/central_park/index.asp,37.38238717,126.6494992,2021-10-12,B553906,인천시설공단
미추홀공원,갯벌문화관(커뮤니티),기타,주말휴무,10:00,18:00,10:00,18:00,N,2,54000,,,10,12256,,인터넷,,인천광역시 연수구 해송로 59,인천광역시 연수구 송도동 9-1,인천시설공단,송도공원사업단,032-456-2860,http://www.insiseol.or.kr/institution_guidance/central_park/index.asp,37.38238717,126.6494992,2021-10-12,B553906,인천시설공단
공근면행정복지센터,공근면행정복지센터 주차장,기타,연중무휴,00:00,23:59,00:00,23:59,N,,,,,,,,방문+전화+FAX,,강원도 횡성군 공근면 학담시장길 11,,강원도 횡성군,공근면,033-340-2862,,37.53604216,127.961905,2022-06-07,4260000,강원도 횡성군
둔내면행정복지센터,둔내면행정복지센터 1층 회의실,회의실,연중무휴,09:00,21:00,09:00,18:00,N,,,,,,,,방문+전화+FAX,,강원도 횡성군 둔내면 둔내로51번길 17,,강원도 횡성군,둔내면,033-340-2774,,37.51240862,128.2185775,2022-06-07,4260000,강원도 횡성군
둔내면행정복지센터,둔내면행정복지센터 2층 회의실,회의실,연중무휴,09:00,21:00,09:00,18:00,N,,,,,,,,방문+전화+FAX,,강원도 횡성군 둔내면 둔내로51번길 17,,강원도 횡성군,둔내면,033-340-2774,,37.51240862,128.2185775,2022-06-07,4260000,강원도 횡성군
둔내면행정복지센터,둔내면행정복지센터 주차장,기타,연중무휴,09:00,21:00,09:00,18:00,N,,,,,,,,방문+전화+FAX,,강원도 횡성군 둔내면 둔내로51번길 17,,강원도 횡성군,둔내면,033-340-2774,,37.51240862,128.2185775,2022-06-07,4260000,강원도 횡성군
서원면행정복지센터,서원면행정복지센터 1층 회의실,회의실,토+일+공휴일,09:00,18:00,00:00,00:00,N,,,,,,,,방문+전화+FAX,,강원도 횡성군 서원면 서원로 161,,강원도 횡성군,서원면,033-340-2914,,37.4870947,127.8505282,2022-06-07,4260000,강원도 횡성군
서원면행정복지센터,서원면행정복지센터 2층 회의실,회의실,토+일+공휴일,09:00,18:00,00:00,00:00,N,,,,,,,,방문+전화+FAX,,강원도 횡성군 서원면 서원로 161,,강원도 횡성군,서원면,033-340-2914,,37.4870947,127.8505282,2022-06-07,4260000,강원도 횡성군
도솔광장 야외공연장,도솔광장,기타,연중무휴,09:00,22:00,09:00,22:00,Y,2,10000,1,5000,200,2900,,방문+전화,,"충청남도 천안시 동남구 천안대로 844(신부동, 도솔광장)",,충청남도 천안시청,시설관리공단,041-529-5028,https://www.cfmc.or.kr/_dosol/,36.82433374,127.1629634,2022-09-14,4490000,충청남도 천안시
한들문화센터 수영장,한들문화센터,기타,둘째 주 일+넷째 주 일+신정+설 당일+추석 당일,06:00,21:00,06:00,18:00,Y,9,(평일)300000+(평일야간)450000+(주말)450000+(주말 야간)675000,1,90000,300,3339,빔프로젝트+빔스크린+노트북+음향+냉난방,공문,,충청남도 천안시 서북구 음봉로861-50,,충청남도 천안시청,시설관리공단,041-529-5179,https://handle.cfmc.or.kr/,36.8280342,127.1046064,2022-09-14,4490000,충청남도 천안시
